datetime,accel_x,accel_y,accel_z,disp_x,disp_y,disp_z,total_displacement
2017-06-30 13:51:15.847724020,0.265,-0.7814,-0.0076,0.0,-0.0,-0.0,0.0
2017-06-30 13:51:16.246945023,0.6722,-1.1233,-0.2344,0.10713349448865836,-0.17902864379516503,-0.037358064724994824,0.21195392409786704
2017-06-30 13:51:16.446233987,0.4399,-1.4817,0.0722,0.1780850636071053,-0.32724610611361726,-0.053139506660609584,0.3763351046801302
2017-06-30 13:51:16.646117985,0.3031,-0.8125,0.0888,0.2613584188527487,-0.5083684241916385,-0.06542018778498943,0.5753490060738107
2017-06-30 13:51:16.846738994,0.4814,-0.9312,0.0359,0.3643145862276661,-0.7276382478749825,-0.07630121862417408,0.81731536965381
2017-06-30 13:51:17.246767997,0.632,-1.129,-0.2982,0.6707390814519334,-1.3455183203547694,-0.14571640952181547,1.5104779832229374
2017-06-30 13:51:17.446569025,0.667,-1.3503,-0.088,0.8504147478237637,-1.708033212649875,-0.183899961566659,1.916872946936084
2017-06-30 13:51:17.468069910,0.4044,-0.8056,-0.0956,0.8699368620955519,-1.7474163972077026,-0.18805314498030407,1.9610247817404005
2017-06-30 13:51:17.646152973,0.2704,-0.8633,0.1293,1.04020592535006,-2.1009895868541575,-0.21835170409592755,2.3545409484408153
2017-06-30 13:51:17.846502006,0.469,-1.074,0.0219,1.2505894992085522,-2.5418805935222197,-0.25155947348195085,2.844013575205661
2017-06-30 13:51:18.246815025,0.6364,-1.0452,-0.24,1.7729357413204327,-3.5903091031859886,-0.3563713140363587,4.020027501490458
2017-06-30 13:51:18.446740984,0.5683,-1.2486,-0.131,2.056523201939245,-4.163826569048262,-0.4139529914652543,4.662413158051279
2017-06-30 13:51:18.468029970,0.2985,-0.7172,-0.0693,2.0868561150921727,-4.2252222542575835,-0.42011594722811363,4.731169934813852
2017-06-30 13:51:18.646052002,0.2911,-0.7748,0.0163,2.3497304617560406,-4.763177997923927,-0.47113502847201166,5.332078965831636
2017-06-30 13:51:18.846947014,0.4477,-1.1574,-0.0172,2.6644485892793695,-5.416963720907457,-0.5294034160201724,6.059954638067369
2017-06-30 13:51:19.247058987,0.6028,-1.0966,-0.3046,3.387758048443925,-6.894628421626793,-0.6942167719363238,7.7132835156979835
2017-06-30 13:51:19.446731984,0.4852,-1.3397,-0.0763,3.768065009159537,-7.685459251656697,-0.7795077176219679,8.594895584238367
2017-06-30 13:51:19.467919700,0.2424,-0.7421,-0.0549,3.80852898787547,-7.769709094893321,-0.7885827625033089,8.688793658734975
2017-06-30 13:51:19.645977020,0.3017,-0.8366,0.0718,4.158145377720683,-8.504251805526025,-0.8625712447892172,9.505603658179199
2017-06-30 13:51:19.847127020,0.4082,-1.0859,-0.0375,4.5696206657946625,-9.377996068486052,-0.9476727700233983,10.475033506812345
2017-06-30 13:51:20.246771991,0.6363,-0.7532,-0.2972,5.488767433268432,-11.234249994703795,-1.1642201700086958,12.557481813017505
2017-06-30 13:51:20.446739971,0.709,-1.1893,-0.2303,5.977026360861703,-12.210609513129452,-1.2817817566670495,13.655284444942463
2017-06-30 13:51:20.467330210,0.372,-0.819,-0.2379,6.027458962291042,-12.31149020926484,-1.2939876601115636,13.768712967429005
2017-06-30 13:51:20.646055996,0.3275,-0.7846,-0.0344,6.475681396084372,-13.212209361076052,-1.4010352268028787,14.780386512241199
