datetime,accel_x,accel_y,accel_z,disp_x,disp_y,disp_z,total_displacement
2017-07-06 15:58:34.210725009,0.0658,-1.0527,-0.2025,0.0,-0.0,-0.0,0.0
2017-07-06 15:58:34.411257028,0.272,-0.7855,-0.2136,0.010937960655226852,-0.03158738270103195,-0.008589516161604615,0.034513497607272584
2017-07-06 15:58:34.611307024,0.3877,-1.2523,-0.3981,0.03736538385488135,-0.11321588527747568,-0.03309034788204375,0.1237294617815007
2017-07-06 15:58:34.811574995,0.2469,-0.9776,-0.1267,0.07372408498959207,-0.23414218806407358,-0.06269946564135698,0.253355536609517
2017-07-06 15:58:35.112299910,0.2469,-0.8865,-0.0648,0.15064928854406068,-0.4958976999919802,-0.11302110963312278,0.5304559437115113
2017-07-06 15:58:35.212158977,0.262,-1.0921,-0.3167,0.17880578192204238,-0.5937067805351556,-0.1328890531868718,0.6341283382400408
2017-07-06 15:58:35.411062002,0.2426,-0.7196,-0.2247,0.24448678013977526,-0.8169956784778718,-0.1813524406224093,0.8718626222257366
2017-07-06 15:58:35.611262977,0.2578,-1.2583,-0.3942,0.3209291174103812,-1.0921748630142745,-0.24593178357761775,1.1646131855580735
2017-07-06 15:58:35.810790002,0.232,-1.1796,-0.1831,0.4063502815220877,-1.413388788722581,-0.3175831290209501,1.5045422769794479
2017-07-06 15:58:36.107079740,0.1479,-0.8001,-0.0704,0.546181117956903,-1.9606176256670045,-0.4301627898395247,2.0802344371371455
2017-07-06 15:58:36.210687994,0.2482,-1.0002,-0.2616,0.5977422926812518,-2.1627124855928845,-0.4723384655239477,2.2929729108327273
2017-07-06 15:58:36.412051022,0.1903,-0.8585,-0.2978,0.7056677352668903,-2.590294258237828,-0.5663819656497161,2.7437893191478455
2017-07-06 15:58:36.611011981,0.3247,-1.0402,-0.3952,0.8251591300919212,-3.0539521867008794,-0.6749477915132405,3.2346662996200615
2017-07-06 15:58:36.811257004,0.1221,-1.2289,-0.2263,0.9503176785979401,-3.5698790107383074,-0.7932884778991022,3.7784185118556106
