datetime,accel_x,accel_y,accel_z,disp_x,disp_y,disp_z,total_displacement
2017-07-17 16:01:12.548662006,0.3976,-0.9624,-0.1437,0.0,-0.0,-0.0,0.0
2017-07-17 16:01:12.748130023,0.4175,-0.9651,-0.1728,0.01661127699396838,-0.03839890641168595,-0.006875278238461643,0.04239905644987897
2017-07-17 16:01:12.948498010,0.5719,-0.9099,-0.4422,0.05625775974662135,-0.11350111873517227,-0.03153472612970683,0.13054454579920166
2017-07-17 16:01:13.148497998,0.4892,-1.4229,-0.1459,0.11539942479660123,-0.2453813903229955,-0.06198488339033728,0.27815675388015726
2017-07-17 16:01:13.348495006,0.2687,-0.8696,0.0278,0.1852878870579644,-0.4120426561651589,-0.09132262021438846,0.4609236081530927
2017-07-17 16:01:13.548498988,0.3311,-0.6595,-0.0054,0.2684233137477949,-0.6050907840346604,-0.12087738866183273,0.672902129121859
2017-07-17 16:01:13.748521983,0.4101,-1.2553,-0.2462,0.36797441586626123,-0.8483808105722195,-0.16028523135518413,0.9385342433123457
2017-07-17 16:01:13.948553025,0.4956,-0.7302,-0.3083,0.487359677206492,-1.1208976922096463,-0.21203048783732548,1.2405192538369814
2017-07-17 16:01:14.148773014,0.4657,-1.389,-0.2391,0.62552671056712,-1.449354283238943,-0.2734096736072428,1.6020812568649603
2017-07-17 16:01:14.348499000,0.3668,-0.9418,-0.0293,0.7779846684603445,-1.8145693171181396,-0.33580620920018905,2.002670157845107
2017-07-17 16:01:14.548491001,0.3319,-0.7309,-0.0716,0.9439206231505749,-2.209504442285565,-0.40114962163938106,2.43594274198513
2017-07-17 16:01:14.748493015,0.3146,-1.0374,-0.1535,1.122449139199688,-2.6459561764045096,-0.47263642928758504,2.9127927066361954
2017-07-17 16:01:14.948493003,0.4419,-0.6336,-0.2361,1.318651844652025,-3.1077474862706294,-0.5535665116484398,3.421019293813501
2017-07-17 16:01:15.148491024,0.4451,-1.0699,-0.3157,1.5326562681112212,-3.6123294074902943,-0.6471235481550033,3.977025002558636
2017-07-17 16:01:15.348604977,0.2046,-1.3323,-0.0538,1.7549780711723144,-4.170556562693648,-0.7428892694371402,4.585343448376316
2017-07-17 16:01:15.548242986,0.2214,-0.7109,-0.029,1.9855950829512583,-4.75578920742369,-0.8395830295945124,5.221591566033383
2017-07-17 16:01:15.748596012,0.483,-0.8748,-0.1575,2.2364263299372062,-5.378233542241899,-0.9429453652452012,5.900520716510506
2017-07-17 16:01:15.948696970,0.3422,-0.8637,-0.1808,2.5006438239202446,-6.03447765562983,-1.0534169618764344,6.6164814974407005
2017-07-17 16:01:16.148672997,0.5508,-0.9572,-0.3953,2.786723074980686,-6.728590871441208,-1.179627796305179,7.377755915567252
2017-07-17 16:01:16.348712980,0.3257,-1.5372,-0.1,3.085927028936804,-7.484438664590055,-1.309880594752717,8.200948416155477
2017-07-17 16:01:16.548494994,0.2759,-0.8195,-0.0234,3.395757089481279,-8.272020309235739,-1.4408993816225906,9.057244461486686
2017-07-17 16:01:16.748504996,0.402,-0.9071,-0.0635,3.7220223314366607,-9.096788358520142,-1.57460793906806,9.954114668678322
2017-07-17 16:01:16.948567986,0.1872,-0.9169,-0.1572,4.055866727216523,-9.958474016774602,-1.714643880922165,10.888584081050244
2017-07-17 16:01:17.148487985,0.5504,-0.9885,-0.4317,4.411470904928658,-10.859052176459468,-1.8718339230924066,11.869450364348834
2017-07-17 16:01:17.348622024,0.5732,-1.2125,-0.4437,4.790414545281927,-11.809159551268744,-2.046964054576896,12.907144636351617
2017-07-17 16:01:17.548614025,0.2848,-0.8954,-0.0212,5.180480332666806,-12.794405756372688,-2.2228178258632663,13.981241512212915
2017-07-17 16:01:17.748515009,0.2964,-0.7487,0.0057,5.582212863431909,-13.809121926802778,-2.398363791235863,15.086586682118694
2017-07-17 16:01:17.949271023,0.4196,-1.3245,-0.2837,6.002574840945705,-14.881559603065998,-2.586094568296128,16.253602863886236
2017-07-17 16:01:18.148227989,0.4903,-0.7217,-0.3627,6.4385777747529795,-15.972954455527908,-2.7865000924800176,17.445777155670164
2017-07-17 16:01:18.348677992,0.4261,-1.3066,-0.3348,6.894973399465965,-17.12503893979822,-3.0018618563096213,18.70344330526642
2017-07-17 16:01:18.548482000,0.2726,-0.9575,-0.0974,7.3607808266301165,-18.311635545799216,-3.2204179365454486,19.996704289104407
2017-07-17 16:01:18.748498976,0.1955,-0.5957,-0.0498,7.834906078301679,-19.523328971971967,-3.4411993105011405,21.316378212497593
2017-07-17 16:01:18.948692977,0.3836,-1.1832,-0.2335,8.324824736419659,-20.783514668587127,-3.6715342154661847,22.687823879050626
2017-07-17 16:01:19.148479998,0.4834,-0.8615,-0.1172,8.833042265463124,-22.075525144866187,-3.9060788870027956,24.095827405519117
2017-07-17 16:01:19.348482012,0.4634,-1.09,-0.4043,9.360343066269039,-23.41252684586846,-4.1570482803332975,25.55471553415894
2017-07-17 16:01:19.548295974,0.1886,-1.4407,0.0176,9.894678044037393,-24.805792270194697,-4.407079008656667,27.067588166213643
2017-07-17 16:01:19.748232007,0.1992,-0.7194,0.0978,10.437302363404685,-26.228666468596224,-4.653352988560229,28.610031796244815
2017-07-17 16:01:19.948446989,0.3533,-0.8401,-0.0391,10.994846145048877,-27.68720212998056,-4.901537931886548,30.19094032383587
2017-07-17 16:01:20.148220002,0.3704,-0.9694,-0.2821,11.565941553003945,-29.1812061479565,-5.160433415180016,31.811065202057353
2017-07-17 16:01:20.348564982,0.5631,-0.9949,-0.5185,12.16127382563125,-30.71942103219687,-5.4408817486560475,33.48406492375473
2017-07-17 16:01:20.548759996,0.1902,-1.5289,-0.0317,12.763783312825119,-32.31775982375051,-5.722390629643446,35.2150183728563
2017-07-17 16:01:20.748474001,0.2694,-0.7496,0.0252,13.375590352364163,-33.942156591749196,-6.002218009392386,36.973004103066266
2017-07-17 16:01:20.948581993,0.3257,-0.6584,-0.0493,14.001646410902415,-35.59612234665649,-6.284571550458571,38.7637184478851
2017-07-17 16:01:21.148626983,0.3142,-1.1356,-0.2504,14.640079016930999,-37.295011805543346,-6.576856702041406,40.60178399130743
2017-07-17 16:01:21.348487019,0.5173,-0.9272,-0.4821,15.29858440120285,-39.02936664407617,-6.888128636660684,42.482754871049
2017-07-17 16:01:21.548511028,0.3338,-1.5247,-0.1068,15.970985254952947,-40.82614705872321,-7.203928976690493,44.42683025352607
2017-07-17 16:01:21.952769994,0.4055,-0.9406,-0.0483,17.396211452154834,-44.611251939721015,-7.850071395256526,48.52232056927997
2017-07-17 16:01:22.152809977,0.25,-1.1841,-0.1523,18.111461959250846,-46.53162318549446,-8.175897313547743,50.597058288599285
2017-07-17 16:01:22.352762997,0.5024,-0.7386,-0.3649,18.84648808686714,-48.48068971380056,-8.516170729763973,52.707613797559844
2017-07-17 16:01:22.553035020,0.3904,-1.3566,-0.2787,19.59834537563852,-50.487277473826126,-8.868165360449899,54.879000401266474
2017-07-17 16:01:22.752810001,0.3267,-0.7567,-0.0204,20.361375290170926,-52.51908514484604,-9.220100563623696,57.07758020941414
2017-07-17 16:01:22.952835023,0.438,-0.7668,0.0573,21.14288460713258,-54.58411552836175,-9.570183679997491,59.31303105720493
2017-07-17 16:01:23.152768015,0.5012,-0.8543,-0.3083,21.944068926053983,-56.68234491287622,-9.932429463734557,61.58801458811393
2017-07-17 16:01:23.352762997,0.3996,-0.8617,-0.2555,22.761484853215368,-58.81569113197089,-10.305007050349383,63.90276900387261
2017-07-17 16:01:23.553140997,0.3991,-1.2126,-0.2242,23.596490645667206,-61.00181052196644,-10.687300105551808,66.27392882042744
2017-07-17 16:01:23.752781987,0.2678,-1.0854,-0.0774,24.439098782019872,-63.22314942185812,-11.071271944308187,68.68048656322078
2017-07-17 16:01:23.952760994,0.1983,-0.6134,0.0447,25.2910638935579,-65.47278017392024,-11.454106270428408,71.11623870133164
2017-07-17 16:01:24.152804970,0.2686,-1.2859,0.084,26.154054516056277,-67.77460040598068,-11.83370349366426,73.60344805914436
2017-07-17 16:01:24.352898001,0.1001,-1.0461,-0.1255,27.021264487875392,-70.11886802983159,-12.21841847338383,76.13208350163144
2017-07-17 16:01:24.552892982,0.2796,-0.7427,-0.1304,27.899232946356463,-72.49169341979758,-12.608160672487314,78.6916674712656
2017-07-17 16:01:24.752565979,0.3979,-1.2554,-0.1814,28.791651907135563,-74.91075058125962,-13.004507694142866,81.30004300464036
2017-07-17 16:01:24.952997028,0.1819,-0.7809,0.0188,29.694766304223013,-77.3703624016453,-13.401604189316455,83.94971780102331
2017-07-17 16:01:25.153352975,0.283,-0.8784,-0.0097,30.608902631212306,-79.86431377634828,-13.798941273773886,86.63500629382507
2017-07-17 16:01:25.352765977,0.2615,-1.2305,-0.2362,31.5291354037759,-82.39545924920108,-14.203800973078254,89.35796576847086
2017-07-17 16:01:25.552015006,0.2538,-0.5753,-0.1638,32.45868739338361,-84.9473629268561,-14.614830653761738,92.1043654262193
2017-07-17 16:01:25.753045976,0.3766,-1.4103,-0.187,33.411772337654284,-87.57908409808742,-15.03709360564582,94.93448628558572
2017-07-17 16:01:25.952763020,0.4072,-0.8602,-0.0343,34.374869922340686,-90.22791521170494,-15.457964793554147,97.78372585040528
2017-07-17 16:01:26.152800977,0.1856,-0.9495,0.0023,35.34694186732977,-92.91899698610281,-15.879420218492383,100.67523174421423
2017-07-17 16:01:26.352769017,0.2429,-1.0748,-0.0586,36.3283869500433,-95.65211643804183,-16.303071587809917,103.60921397571764
2017-07-17 16:01:26.552761971,0.3179,-0.8532,-0.1097,37.32266941495726,-98.4197020044694,-16.73116343064017,106.58025719920897
2017-07-17 16:01:26.752762019,0.4276,-0.9294,-0.2677,38.33409115652268,-101.22456175846001,-17.16997846356289,109.59344236051759
2017-07-17 16:01:26.952790021,0.5278,-1.1389,-0.3512,39.366772176667084,-104.07538230508851,-17.622906763644387,112.65875374936492
2017-07-17 16:01:27.152839004,0.2236,-0.8716,0.1104,40.40850989662428,-106.96138295470455,-18.071464408163468,115.75907282586562
2017-07-17 16:01:27.352768003,0.3249,-0.8624,0.0464,41.462609584660854,-109.88012417058792,-18.51789833741527,118.89365937739773
2017-07-17 16:01:27.552877008,0.487,-1.1057,-0.2866,42.53715957092066,-112.84576949791048,-18.976210713028088,122.08060538415901
2017-07-17 16:01:27.752767980,0.3685,-0.7221,-0.2325,43.62526269216244,-115.83703606056021,-19.44331358785553,125.29734598758026
2017-07-17 16:01:27.952673971,0.4352,-1.2664,-0.2985,44.730839207835835,-118.8791357648866,-19.922380336869164,128.56904034304088
2017-07-17 16:01:28.153002023,0.3078,-0.8986,-0.121,45.85110234722467,-121.96372025814036,-20.407314429005304,131.88605357605434
2017-07-17 16:01:28.352760016,0.2065,-0.8436,-0.0443,46.97641765740991,-125.07318955971178,-20.892636293617056,135.2279143293291
2017-07-17 16:01:28.552954018,0.2458,-1.0961,-0.2071,48.114040261238515,-128.23337495627942,-21.387317542449892,138.62242486192275
2017-07-17 16:01:28.752906978,0.3401,-0.6566,-0.165,49.26389072102653,-131.41600700355687,-21.888000069974407,142.04288920180184
2017-07-17 16:01:28.952786028,0.3523,-1.156,-0.2982,50.42739111449049,-134.64364672209865,-22.40041110418857,145.51155210111585
2017-07-17 16:01:29.153150022,0.2432,-1.3218,-0.1467,51.60347781931729,-137.93218192496545,-22.919954722118348,149.04204124371918
2017-07-17 16:01:29.352823019,0.1806,-0.8945,-0.0529,52.78270894059744,-141.24503902265295,-23.43981567185388,152.59620037979013
2017-07-17 16:01:29.552758991,0.4671,-1.0844,-0.0772,53.982165181632034,-144.60560747875476,-23.9634473163359,156.20212123809173
2017-07-17 16:01:29.753005027,0.2427,-0.8808,-0.1656,55.19321345903674,-148.00670629651668,-24.49453132484981,159.85073658104363
2017-07-17 16:01:29.952476024,0.3862,-1.0227,-0.269,56.414940842105075,-151.43533326854904,-25.034262962490903,163.52987505177722
2017-07-17 16:01:30.152952015,0.2801,-1.2966,-0.0501,57.65408104330518,-154.93334584114643,-25.57872747829308,167.28002275791653
2017-07-17 16:01:30.352756023,0.2017,-0.6799,-0.0458,58.89711991906151,-158.4467760182207,-26.123195394231686,171.0458210624677
2017-07-17 16:01:30.552752971,0.3216,-1.0415,-0.0115,60.15422273809615,-162.0052576546738,-26.668649059556834,174.8583737304094
2017-07-17 16:01:30.753009974,0.1715,-1.0631,-0.2846,61.41983780317634,-165.61099972461997,-27.22622525148933,178.71952060981306
2017-07-17 16:01:30.952781021,0.3631,-0.6908,-0.2861,62.69687241454676,-169.23556065029138,-27.793866208246076,182.60359196353804
2017-07-17 16:01:31.152907013,0.245,-1.3387,-0.3557,63.98598835972495,-172.92017703455184,-28.37676165795346,186.5498189069716
2017-07-17 16:01:31.352841019,0.1808,-0.735,-0.1251,65.28109485099543,-176.63063927272088,-28.96409861930205,190.52276263917486
2017-07-17 16:01:31.552749991,0.2383,-0.7535,-0.1115,66.58556250546341,-180.3707494894346,-29.555817980491884,194.52709523880034
2017-07-17 16:01:31.954505980,0.1749,-1.1599,-0.1244,69.23537439261659,-188.07444592917514,-30.765072347143423,202.76100205753815
2017-07-17 16:01:32.154247999,0.4676,-1.2849,-0.3038,70.57144370257168,-191.95577524075398,-31.378401002688623,206.91049360539847
2017-07-17 16:01:32.354259014,0.4481,-1.1624,-0.133,71.9272382943459,-195.88883272670714,-31.997876224459098,211.11567085026937
2017-07-17 16:01:32.554256021,0.3228,-0.7523,-0.0509,73.29584954504327,-199.8517058558379,-32.61934399963748,215.35321566437
2017-07-17 16:01:32.754198014,0.4188,-1.0237,-0.3019,74.68082661028659,-203.85441315188214,-33.2527098212072,219.63513001145185
2017-07-17 16:01:32.954223990,0.3322,-0.8916,-0.2427,76.07967686881464,-207.89447499707418,-33.89605220165976,223.95796998908077
2017-07-17 16:01:33.154286980,0.4005,-0.7592,-0.3239,77.49481607152748,-211.9656715712295,-34.552477792294276,228.31724894144378
2017-07-17 16:01:33.354234993,0.5097,-0.9939,-0.3582,78.92951939035223,-216.07426374717562,-35.22284668478887,232.72001506887227
2017-07-17 16:01:33.554410994,0.3291,-0.7887,-0.1191,80.3790457890721,-220.21914423864806,-35.89875234466455,237.16235559436447
2017-07-17 16:01:33.754126012,0.2693,-0.9408,-0.1216,81.83597541380531,-224.39200436470452,-36.57795161755631,241.63370013157274
2017-07-17 16:01:33.954096972,0.3561,-1.0878,-0.3233,83.30901201025199,-228.61371152657503,-37.270949553637266,246.15796607201267
2017-07-17 16:01:34.154276013,0.3163,-0.8005,-0.4351,84.79625604630458,-232.87188896612648,-37.98210376718316,250.72367641829013
2017-07-17 16:01:34.354301989,0.432,-1.1217,-0.5485,86.29964736429297,-237.17169008646255,-38.714659902927245,255.33676704515094
2017-07-17 16:01:34.554176986,0.2274,-0.9021,-0.1194,87.81098856035479,-241.50428463796788,-39.451433139244365,259.9836625389827
2017-07-17 16:01:34.754212975,0.3243,-0.9205,-0.0948,89.33652375538844,-245.87720218826934,-40.19259318428279,264.6734924005527
2017-07-17 16:01:34.954226016,0.2752,-1.0401,-0.2725,90.87289337760579,-250.29122750603648,-40.94456962543289,269.4068282340077
2017-07-17 16:01:35.154434025,0.3351,-0.7321,-0.2246,92.42419251275894,-254.7389004567195,-41.70628177274753,274.1779580980969
2017-07-17 16:01:35.354233980,0.3833,-1.3756,-0.3358,93.9876312116593,-259.23242236403405,-42.47984657966602,278.9976003318591
2017-07-17 16:01:35.554908990,0.2682,-1.2421,-0.0548,95.56871777095182,-263.79564428783516,-43.25900615524304,283.88882220890144
2017-07-17 16:01:35.754402995,0.2665,-0.8329,0.0188,97.1511055084246,-268.36515854603516,-44.03283205054243,288.7855362052243
2017-07-17 16:01:35.954246997,0.4272,-0.9721,-0.1581,98.7533307778221,-272.9815130335036,-44.81432970282585,293.7336394499078
2017-07-17 16:01:36.154214978,0.3124,-0.734,-0.2595,100.36904203317873,-277.6300820098158,-45.60668885644865,298.7178888246969
2017-07-17 16:01:36.354197025,0.4575,-0.9852,-0.3364,102.00316365445138,-282.31837889773226,-46.41255732996645,303.74732581023284
