datetime,accel_x,accel_y,accel_z,disp_x,disp_y,disp_z,total_displacement
2017-07-11 17:42:12.881653010,-1.8268,-0.7392,-0.4644,-0.0,-0.0,-0.0,0.0
2017-07-11 17:42:13.281655013,-2.5088,0.2492,-0.1247,-0.40141202011118526,0.03987239931907979,-0.019952199819780296,0.40388056204136785
2017-07-11 17:42:13.481693029,-0.1079,0.3356,-0.1762,-0.6064728160703193,0.07324139235530996,-0.036980825644502814,0.6119976794496503
2017-07-11 17:42:13.681699991,-2.1378,-0.6646,-0.1353,-0.8970197317396797,0.08001935436235462,-0.05941918472697405,0.9025398250030374
2017-07-11 17:42:13.816460250,0.101,-0.3978,0.2554,-1.090949612160572,0.07736201672643442,-0.06989950624107984,1.095920562302775
2017-07-11 17:42:13.881640970,0.2397,-0.4967,0.2696,-1.1837310693059362,0.07396647507265033,-0.07382321597776126,1.188335033183886
2017-07-11 17:42:14.281615972,-0.6761,0.5562,-0.3575,-1.8612377276913081,0.1421109488496783,-0.15509352111513053,1.8730871311971447
2017-07-11 17:42:14.481640994,-0.4679,-0.3906,0.0159,-2.2187752960847087,0.1605616685778595,-0.19510013836818932,2.233116192212931
2017-07-11 17:42:14.681300997,-0.2843,-0.7442,0.0029,-2.5869937744844527,0.14931184248114326,-0.2349181429392922,2.601925700209073
2017-07-11 17:42:14.822039840,-2.1445,0.3559,-0.4881,-2.88902524259186,0.14843138565951383,-0.27265355923455203,2.905656327225405
2017-07-11 17:42:14.881685972,-0.884,0.7144,-0.2007,-3.0201733193798614,0.15059983480097403,-0.28936012213090495,3.037738709898477
2017-07-11 17:42:15.281569004,-0.337,-0.5642,0.1004,-3.9533122760537265,0.07491846333078521,-0.38531061639857667,3.972751565257308
2017-07-11 17:42:15.481724023,-0.4169,-0.8886,-0.025,-4.437081830982451,0.0014382489729419246,-0.43433864359959384,4.458289728216261
2017-07-11 17:42:15.681582987,-0.543,0.8366,-0.3251,-4.941825206339876,-0.038516458349197584,-0.49627981819174366,4.966831338542145
2017-07-11 17:42:15.817109940,-0.8539,0.3076,-0.3953,-5.299782284181118,-0.059960403150529876,-0.5455436257229105,5.328123999798888
2017-07-11 17:42:15.881590008,-0.7274,0.2035,-0.3386,-5.473112900702752,-0.0693167658626941,-0.5703898064771361,5.503191271362606
2017-07-11 17:42:16.281822979,-1.9969,-1.0779,-0.6939,-6.868866270154259,-0.300057416210769,-0.8357654143961082,6.926027874488137
2017-07-11 17:42:16.481589972,-0.161,1.0874,-0.2939,-7.571949154498743,-0.3718315431073978,-0.9799501100146297,7.6441464476343945
2017-07-11 17:42:16.681760013,-2.2375,0.6445,-0.9215,-8.366102823626068,-0.4179266256003301,-1.1613484150712472,8.45665827978512
2017-07-11 17:42:16.818139910,-0.0054,-0.4312,0.2102,-8.90727621585515,-0.45735223167308797,-1.281029138830118,9.010536959798069
2017-07-11 17:42:16.881485998,-0.1899,-0.6114,0.1403,-9.15940385241154,-0.47811812056216274,-1.336055765986441,9.268674170484518
2017-07-11 17:42:17.281840980,0.3363,0.7874,-0.1668,-10.6989776391975,-0.4831533549586686,-1.7105661332366986,10.845625670501093
2017-07-11 17:42:17.481615006,-3.9191,0.3593,-0.9547,-11.623622953406402,-0.4713263564439588,-1.9355456510413682,11.793095270729397
2017-07-11 17:42:17.681474983,0.4876,-0.7239,0.468,-12.529189388573503,-0.4884097386014251,-2.1419281674147603,12.720337538047815
2017-07-11 17:42:17.810660120,-3.8338,-1.1304,-1.4207,-13.178509332722358,-0.5183170839142047,-2.2990391094540548,13.387581620999624
2017-07-11 17:42:17.881568014,-2.278,-1.1674,-0.7892,-13.546365486792494,-0.5406024074484012,-2.3892431246557835,13.766072481772598
2017-07-11 17:42:18.282404005,-4.0156,0.2295,-0.6717,-16.271007878134522,-0.6297057024305375,-3.0070800627630856,16.558525210472595
2017-07-11 17:42:18.481625020,0.4836,-0.5539,0.3978,-17.605999112475477,-0.6959750129584861,-3.2983652515896758,17.925813769534816
2017-07-11 17:42:18.681577026,-3.4839,-1.2688,-1.3738,-19.085177884156312,-0.8132151269258544,-3.645644867059866,19.44726356609768
2017-07-11 17:42:18.815799830,0.2382,1.2201,-0.2574,-20.07382241644514,-0.8699344667087915,-3.8834022846177163,20.464504530711643
2017-07-11 17:42:18.881639003,0.2184,1.0013,-0.2768,-20.557827109400385,-0.8934160911818915,-4.001227284714219,20.962639804087694
2017-07-11 17:42:19.281436026,0.4085,-0.4926,0.3321,-23.431568448897135,-1.1147402371232897,-4.663617190198327,23.917156416855384
2017-07-11 17:42:19.481764018,-3.8752,-1.237,-1.2492,-25.02704305557133,-1.2752824902704916,-5.045655738320658,25.562430857902772
